geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	w1118_vs_PcKD_change
retinin	11.0826040765099	-3.55718105338876	0.728005410354566	-4.88620139739933	1.02800043876331e-06	2.02846868851158e-05	depleted in absence of Pc
CG45057	42.8381306256797	-1.46246255941262	0.355306622545115	-4.11605769950691	3.85407860640164e-05	0.000474394459232683	depleted in absence of Pc
CG13032	13.0293392700727	-6.44956218118928	1.24513239201139	-5.17982041312945	2.22099615266287e-07	5.16936854532283e-06	depleted in absence of Pc
CG32170	19.6885007382637	-1.49741312794937	0.508294923667457	-2.94595333973674	0.00321960964163172	0.0185170692635394	depleted in absence of Pc
Ilp8	755.096232354845	3.59610479544166	0.621384342474335	5.78724719892694	7.15492487808025e-09	2.39456162341241e-07	enriched in absence of Pc
CR43870	5.83612235202839	4.25421523365738	1.25832664944126	3.38085125634618	0.000722616488098247	0.00554330745663981	enriched in absence of Pc
CG7497	13.8298906702201	-1.59306810570606	0.527127347819398	-3.02216933402566	0.00250970111875061	0.0149952445490811	depleted in absence of Pc
Ccn	32.2272823155568	1.62028821234064	0.420274605685362	3.8553083874729	0.000115583832335553	0.00119807087747813	enriched in absence of Pc
CR45175	4.7383590271568	-2.09217696114829	0.78851002806197	-2.65332955408382	0.00797020123992995	0.0382308341443197	depleted in absence of Pc
CG13699	11.0242455473896	-2.0512990082142	0.604492603723856	-3.39342284020943	0.000690250011450684	0.00534304638493307	depleted in absence of Pc
CG32198	553.774264309524	-3.67147552097853	1.09611309822316	-3.34954077907665	0.000809456394159953	0.00604685852827997	depleted in absence of Pc
CR32027	57.6035677152167	1.76157916034861	0.413707440959782	4.25803112523629	2.06235239886828e-05	0.00027974239624914	enriched in absence of Pc
tey	172.668702489919	1.96907403140452	0.312982783369546	6.2913174015696	3.14782945541986e-10	1.38952247642047e-08	enriched in absence of Pc
Ac76E	33.2856149711795	-1.23851324525239	0.368687839419115	-3.35924625885063	0.00078155387787188	0.0058679569378929	depleted in absence of Pc
CG7328	50.796556503888	-1.08700224669972	0.26792338173953	-4.05713842383673	4.96776412691168e-05	0.00058814881414685	depleted in absence of Pc
obst-F	2.09680814411072	-5.11201375534871	1.62345937855735	-3.14883995427799	0.00163919941846975	0.0106381756936304	depleted in absence of Pc
rdgC	83.0052380517251	1.39887125921183	0.260375313529211	5.37251877012103	7.76443442749424e-08	2.02329702218749e-06	enriched in absence of Pc
CG5618	167.797429809487	-2.91626699852331	0.237238967370073	-12.2925294729267	9.93479239376517e-35	7.26730063603922e-32	depleted in absence of Pc
zye	51.9920378345331	-1.83781139168167	0.585803030378329	-3.13725142475749	0.00170539814846921	0.0109911783753765	depleted in absence of Pc
CG42337	58.029894364058	1.14637470913946	0.309559792865705	3.70324162103566	0.000212861968037446	0.0019926137245626	enriched in absence of Pc
CG10512	114.184289426137	-1.50744509901149	0.341292803527727	-4.41686752087939	1.00141563476525e-05	0.000147986977137531	depleted in absence of Pc
Neu2	2.48337382517214	4.96511266359557	1.41894036983972	3.49916935843924	0.000466710040402478	0.00382978968250142	enriched in absence of Pc
CG7173	91.2752730501177	2.62503127377652	0.362113921523702	7.24918628571614	4.19282892288735e-13	2.90126763508712e-11	enriched in absence of Pc
CG42598	15.3893184551864	1.66337749879802	0.562681905894682	2.95615956612856	0.0031149589294195	0.0179821276190446	enriched in absence of Pc
CR45181	2.35301618753132	-4.26267795703954	1.45075818999944	-2.93824152530974	0.00330079766497721	0.0189163228243042	depleted in absence of Pc
CG42402	78.1132912576431	1.51068663431726	0.35177928300251	4.29441615044306	1.75153662113498e-05	0.000243055373130668	enriched in absence of Pc
CG40198	4.58115849710635	-5.22051095324551	1.63833356662636	-3.18647622168637	0.00144017325594659	0.00957715215204485	depleted in absence of Pc
cpx	185.877864520313	1.07473382690996	0.372281252505975	2.88688678163485	0.00389074207215091	0.0215728692803993	enriched in absence of Pc
CR44922	36.9308590270651	6.59843950410317	1.2206543749659	5.40565752225111	6.45710730903255e-08	1.72655968542565e-06	enriched in absence of Pc
